Freq.	V(vo)/V(vi)
3.28095293113094e+004	3.10314451143488e+001,-1.32035623687581e+000
3.28851630875957e+004	3.10312007212626e+001,-1.32339017514209e+000
3.29609712177432e+004	3.10309552037722e+001,-1.32643103959204e+000
3.30369541036789e+004	3.10307085567864e+001,-1.32947884572956e+000
3.31131121482565e+004	3.10304607781388e+001,-1.33253360919827e+000
3.31894457552585e+004	3.10302118535719e+001,-1.33559534522288e+000
3.32659553293979e+004	3.10299617868660e+001,-1.33866406973556e+000
3.33426412763209e+004	3.10297105697786e+001,-1.34173979825332e+000
3.34195040026088e+004	3.10294581971115e+001,-1.34482254644195e+000
3.34965439157801e+004	3.10292046634070e+001,-1.34791232998782e+000
3.35737614242928e+004	3.10289499634991e+001,-1.35100916462588e+000
3.36511569375464e+004	3.10286940919284e+001,-1.35411306611100e+000
3.37287308658842e+004	3.10284370404021e+001,-1.35722405012489e+000
3.38064836205955e+004	3.10281788064198e+001,-1.36034213260308e+000
3.38844156139176e+004	3.10279193877032e+001,-1.36346732952508e+000
3.39625272590382e+004	3.10276587757330e+001,-1.36659965666531e+000
3.40408189700974e+004	3.10273969620103e+001,-1.36973912983307e+000
3.41192911621902e+004	3.10271339440356e+001,-1.37288576510035e+000
3.41979442513682e+004	3.10268697224045e+001,-1.37603957869641e+000
3.42767786546423e+004	3.10266042794418e+001,-1.37920058617748e+000
3.43557947899848e+004	3.10263376186656e+001,-1.38236880395120e+000
3.44349930763311e+004	3.10260697284071e+001,-1.38554424787648e+000
3.45143739335829e+004	3.10258006060688e+001,-1.38872693419348e+000
3.45939377826095e+004	3.10255302490394e+001,-1.39191687918138e+000
3.46736850452504e+004	3.10252586425784e+001,-1.39511409867478e+000
3.47536161443178e+004	3.10249857931049e+001,-1.39831860937704e+000
3.48337315035984e+004	3.10247116887756e+001,-1.40153042730542e+000
3.49140315478558e+004	3.10244363208824e+001,-1.40474956863681e+000
3.49945167028330e+004	3.10241596866939e+001,-1.40797604982021e+000
3.50751873952540e+004	3.10238817803167e+001,-1.41120988720934e+000
3.51560440528270e+004	3.10236025929858e+001,-1.41445109708492e+000
3.52370871042459e+004	3.10233221278021e+001,-1.41769969622759e+000
3.53183169791929e+004	3.10230403729750e+001,-1.42095570086947e+000
3.53997341083407e+004	3.10227573194942e+001,-1.42421912738004e+000
3.54813389233547e+004	3.10224729644392e+001,-1.42748999241213e+000
3.55631318568957e+004	3.10221873018869e+001,-1.43076831253008e+000
3.56451133426216e+004	3.10219003227734e+001,-1.43405410420977e+000
3.57272838151900e+004	3.10216120271824e+001,-1.43734738432933e+000
3.58096437102607e+004	3.10213224030542e+001,-1.44064816931446e+000
3.58921934644977e+004	3.10210314532595e+001,-1.44395647622549e+000
3.59749335155714e+004	3.10207391597487e+001,-1.44727232131916e+000
3.60578643021614e+004	3.10204455283809e+001,-1.45059572184832e+000
3.61409862639584e+004	3.10201505379731e+001,-1.45392669400884e+000
3.62242998416670e+004	3.10198541973587e+001,-1.45726525524867e+000
3.63078054770072e+004	3.10195564913498e+001,-1.46061142207901e+000
3.63915036127178e+004	3.10192574226841e+001,-1.46396521177418e+000
3.64753946925579e+004	3.10189569700538e+001,-1.46732664066045e+000
3.65594791613096e+004	3.10186551422602e+001,-1.47069572633637e+000
3.66437574647804e+004	3.10183519239065e+001,-1.47407248544347e+000
3.67282300498055e+004	3.10180465535128e+001,-1.47745686416551e+000
3.68128973642502e+004	3.10177405409877e+001,-1.48084902139252e+000
3.68977598570121e+004	3.10174331218437e+001,-1.48424890342408e+000
3.69828179780236e+004	3.10171242924697e+001,-1.48765652752736e+000
3.70680721782546e+004	3.10168140405210e+001,-1.49107191064909e+000
3.71535229097143e+004	3.10165023655004e+001,-1.49449507026011e+000
3.72391706254538e+004	3.10161892518536e+001,-1.49792602324176e+000
3.73250157795690e+004	3.10158747019975e+001,-1.50136478726098e+000
3.74110588272023e+004	3.10155587123852e+001,-1.50481137977530e+000
3.74973002245453e+004	3.10152412643883e+001,-1.50826581764404e+000
3.75837404288414e+004	3.10149223543399e+001,-1.51172811838898e+000
3.76703798983878e+004	3.10146019815643e+001,-1.51519829969831e+000
3.77572190925385e+004	3.10142801363893e+001,-1.51867637891512e+000
3.78442584717063e+004	3.10139568119908e+001,-1.52216237354251e+000
3.79314984973651e+004	3.10136320047674e+001,-1.52565630125864e+000
3.80189396320530e+004	3.10133057016827e+001,-1.52915817936824e+000
3.81065823393742e+004	3.10129778990757e+001,-1.53266802562155e+000
3.81944270840015e+004	3.10126485900279e+001,-1.53618585766187e+000
3.82824743316791e+004	3.10123177646698e+001,-1.53971169304579e+000
3.83707245492247e+004	3.10119854250598e+001,-1.54324554987849e+000
3.84591782045322e+004	3.10116515492586e+001,-1.54678744526825e+000
3.85478357665740e+004	3.10113161482736e+001,-1.55033739778357e+000
3.86366977054038e+004	3.10109792000899e+001,-1.55389542460125e+000
3.87257644921586e+004	3.10106407066393e+001,-1.55746154397394e+000
3.88150365990617e+004	3.10103006548429e+001,-1.56103577353878e+000
3.89045144994249e+004	3.10099590436062e+001,-1.56461813149347e+000
3.89941986676512e+004	3.10096158597631e+001,-1.56820863554510e+000
3.90840895792370e+004	3.10092711051265e+001,-1.57180730409364e+000
3.91741877107751e+004	3.10089247604773e+001,-1.57541415465842e+000
3.92644935399568e+004	3.10085768276133e+001,-1.57902920571351e+000
3.93550075455745e+004	3.10082272901976e+001,-1.58265247497477e+000
3.94457302075246e+004	3.10078761529904e+001,-1.58628398112795e+000
3.95366620068096e+004	3.10075233995952e+001,-1.58992374196124e+000
3.96278034255407e+004	3.10071690286434e+001,-1.59357177596482e+000
3.97191549469408e+004	3.10068130267382e+001,-1.59722810113476e+000
3.98107170553465e+004	3.10064553924669e+001,-1.60089273603911e+000
3.99024902362109e+004	3.10060961122719e+001,-1.60456569873638e+000
3.99944749761065e+004	3.10057351786800e+001,-1.60824700760314e+000
4.00866717627270e+004	3.10053725931488e+001,-1.61193668144736e+000
4.01790810848907e+004	3.10050083391387e+001,-1.61563473831347e+000
4.02717034325426e+004	3.10046424120007e+001,-1.61934119681631e+000
4.03645392967572e+004	3.10042748039882e+001,-1.62305607546664e+000
4.04575891697409e+004	3.10039055045693e+001,-1.62677939269144e+000
4.05508535448350e+004	3.10035345119783e+001,-1.63051116735240e+000
4.06443329165179e+004	3.10031618124746e+001,-1.63425141780528e+000
4.07380277804079e+004	3.10027874072229e+001,-1.63800016312676e+000
4.08319386332658e+004	3.10024112793702e+001,-1.64175742160174e+000
4.09260659729977e+004	3.10020334181705e+001,-1.64552321184140e+000
4.10204102986573e+004	3.10016538276899e+001,-1.64929755316902e+000
4.11149721104488e+004	3.10012724909790e+001,-1.65308046398584e+000
4.12097519097296e+004	3.10008894030456e+001,-1.65687196327940e+000
4.13047501990127e+004	3.10005045589559e+001,-1.66067207007883e+000
4.13999674819696e+004	3.10001179475830e+001,-1.66448080316759e+000
4.14954042634329e+004	3.09997295609294e+001,-1.66829818151280e+000
4.15910610493988e+004	3.09993393848268e+001,-1.67212422383248e+000
4.16869383470301e+004	3.09989470418686e+001,-1.67595890935126e+000
4.17830366646587e+004	3.09985532774963e+001,-1.67980233738244e+000
4.18793565117884e+004	3.09981577081257e+001,-1.68365448703213e+000
4.19758983990973e+004	3.09977603195549e+001,-1.68751537717357e+000
4.20726628384409e+004	3.09973611094896e+001,-1.69138502727867e+000
4.21696503428547e+004	3.09969596822337e+001,-1.69526341544545e+000
4.22668614265568e+004	3.09965567921063e+001,-1.69915064252528e+000
4.23642966049506e+004	3.09961520582936e+001,-1.70304668749731e+000
4.24619563946277e+004	3.09957454603821e+001,-1.70695156912943e+000
4.25598413133708e+004	3.09953369989385e+001,-1.71086530723193e+000
4.26579518801557e+004	3.09949266653383e+001,-1.71478792121355e+000
4.27562886151550e+004	3.09945144421425e+001,-1.71871943009997e+000
4.28548520397404e+004	3.09941003266948e+001,-1.72265985366646e+000
4.29536426764851e+004	3.09936843163678e+001,-1.72660921173318e+000
4.30526610491675e+004	3.09932663904668e+001,-1.73056752328502e+000
4.31519076827729e+004	3.09928465492092e+001,-1.73453480835450e+000
4.32513831034972e+004	3.09924247779736e+001,-1.73851108630696e+000
4.33510878387493e+004	3.09920010739053e+001,-1.74249637710731e+000
4.34510224171535e+004	3.09915754251226e+001,-1.74649070032381e+000
4.35511873685532e+004	3.09911478168040e+001,-1.75049407542716e+000
4.36515832240129e+004	3.09907182520128e+001,-1.75450652279496e+000
4.37522105158215e+004	3.09902867128077e+001,-1.75852806182163e+000
4.38530697774949e+004	3.09898531992001e+001,-1.76255871282194e+000
4.39541615437787e+004	3.09894176901357e+001,-1.76659849511365e+000
4.40554863506516e+004	3.09889801825084e+001,-1.77064742893822e+000
4.41570447353275e+004	3.09885406642243e+001,-1.77470553413490e+000
4.42588372362589e+004	3.09880991351369e+001,-1.77877283117663e+000
4.43608643931395e+004	3.09876555770563e+001,-1.78284933968361e+000
4.44631267469071e+004	3.09872099837165e+001,-1.78693507990279e+000
4.45656248397466e+004	3.09867623428106e+001,-1.79103007182224e+000
4.46683592150925e+004	3.09863126540357e+001,-1.79513433607593e+000
4.47713304176325e+004	3.09858608990030e+001,-1.79924789242939e+000
4.48745389933094e+004	3.09854070683816e+001,-1.80337076114397e+000
4.49779854893250e+004	3.09849511586935e+001,-1.80750296281446e+000
4.50816704541422e+004	3.09844931573814e+001,-1.81164451762031e+000
4.51855944374884e+004	3.09840330519201e+001,-1.81579544578359e+000
4.52897579903582e+004	3.09835708357486e+001,-1.81995576786857e+000
4.53941616650165e+004	3.09831064992239e+001,-1.82412550432521e+000
4.54988060150010e+004	3.09826400357464e+001,-1.82830467580123e+000
4.56036915951257e+004	3.09821714295148e+001,-1.83249330251300e+000
4.57088189614836e+004	3.09817006798642e+001,-1.83669140549488e+000
4.58141886714494e+004	3.09812277648764e+001,-1.84089900472722e+000
4.59198012836829e+004	3.09807526778479e+001,-1.84511612102087e+000
4.60256573581317e+004	3.09802754177755e+001,-1.84934277551574e+000
4.61317574560340e+004	3.09797955881576e+001,-1.85357894400235e+000
4.62381021399221e+004	3.09793139343104e+001,-1.85782473608866e+000
4.63446919736248e+004	3.09788300745254e+001,-1.86208012850967e+000
4.64515275222710e+004	3.09783439987837e+001,-1.86634514211613e+000
4.65586093522919e+004	3.09778556878767e+001,-1.87061979730726e+000
4.66659380314249e+004	3.09773651437413e+001,-1.87490411563889e+000
4.67735141287158e+004	3.09768723471386e+001,-1.87919811759664e+000
4.68813382145225e+004	3.09763772848427e+001,-1.88350182401859e+000
4.69894108605175e+004	3.09758799615311e+001,-1.88781525673177e+000
4.70977326396912e+004	3.09753803519071e+001,-1.89213843602465e+000
4.72063041263550e+004	3.09748784514991e+001,-1.89647138332405e+000
4.73151258961440e+004	3.09743742559881e+001,-1.90081412011352e+000
4.74241985260204e+004	3.09738677397616e+001,-1.90516666677994e+000
4.75335225942764e+004	3.09733589073976e+001,-1.90952904536354e+000
4.76430986805375e+004	3.09728477392922e+001,-1.91390127665845e+000
4.77529273657650e+004	3.09723342338520e+001,-1.91828338246058e+000
4.78630092322597e+004	3.09718183653354e+001,-1.92267538331263e+000
4.79733448636648e+004	3.09713001380636e+001,-1.92707730141734e+000
4.80839348449687e+004	3.09707795292469e+001,-1.93148915755490e+000
4.81947797625086e+004	3.09702565371289e+001,-1.93591097369257e+000
4.83058802039731e+004	3.09697311507963e+001,-1.94034277133533e+000
4.84172367584057e+004	3.09692033533484e+001,-1.94478457171191e+000
4.85288500162079e+004	3.09686731338418e+001,-1.94923639641122e+000
4.86407205691419e+004	3.09681404872146e+001,-1.95369826738741e+000
4.87528490103344e+004	3.09676054024412e+001,-1.95817020631964e+000
4.88652359342791e+004	3.09670678594561e+001,-1.96265223442026e+000
4.89778819368404e+004	3.09665278530506e+001,-1.96714437376767e+000
4.90907876152560e+004	3.09659853749900e+001,-1.97164664631402e+000
4.92039535681408e+004	3.09654404080844e+001,-1.97615907356512e+000
4.93173803954893e+004	3.09648929439625e+001,-1.98068167754803e+000
4.94310686986792e+004	3.09643429712944e+001,-1.98521448017737e+000
4.95450190804747e+004	3.09637904816876e+001,-1.98975750357037e+000
4.96592321450293e+004	3.09632354576467e+001,-1.99431076938006e+000
4.97737084978893e+004	3.09626778906700e+001,-1.99887429980002e+000
4.98884487459969e+004	3.09621177722277e+001,-2.00344811707558e+000
5.00034534976935e+004	3.09615550876090e+001,-2.00803224313488e+000
5.01187233627229e+004	3.09609894392535e+001,-2.01262665136987e+000
5.02342589522343e+004	3.09604215874173e+001,-2.01723146139678e+000
5.03500608787861e+004	3.09598511282760e+001,-2.02184664643943e+000
5.04661297563484e+004	3.09592780590204e+001,-2.02647222927718e+000
5.05824662003070e+004	3.09587023647715e+001,-2.03110823205365e+000
5.06990708274660e+004	3.09581240335786e+001,-2.03575467711204e+000
5.08159442560516e+004	3.09575430475135e+001,-2.04041158650656e+000
5.09330871057151e+004	3.09569594064941e+001,-2.04507898334445e+000
5.10504999975362e+004	3.09563730924439e+001,-2.04975688976058e+000
5.11681835540263e+004	3.09557840902001e+001,-2.05444532808521e+000
5.12861383991320e+004	3.09551923905774e+001,-2.05914432104558e+000
5.14043651582381e+004	3.09545979843116e+001,-2.06385389140418e+000
5.15228644581711e+004	3.09540008530637e+001,-2.06857406143999e+000
5.16416369272026e+004	3.09534009875327e+001,-2.07330485400452e+000
5.17606831950522e+004	3.09527983752419e+001,-2.07804629180153e+000
5.18800038928915e+004	3.09521926270925e+001,-2.08279834765690e+000
5.19995996533470e+004	3.09515844838252e+001,-2.08756114410314e+000
5.21194711105035e+004	3.09509735562773e+001,-2.09233465416191e+000
5.22396188999074e+004	3.09503598286446e+001,-2.09711890051805e+000
5.23600436585704e+004	3.09497432943993e+001,-2.10191390644833e+000
5.24807460249726e+004	3.09491239407129e+001,-2.10671969490156e+000
5.26017266390660e+004	3.09485017457504e+001,-2.11153628833318e+000
5.27229861422776e+004	3.09478767056441e+001,-2.11636371031301e+000
5.28445251775134e+004	3.09472487984634e+001,-2.12120198337679e+000
5.29663443891611e+004	3.09466180232538e+001,-2.12605113135453e+000
5.30884444230941e+004	3.09459843549733e+001,-2.13091117668656e+000
5.32108259266747e+004	3.09453477924699e+001,-2.13578214327755e+000
5.33334895487574e+004	3.09447083105478e+001,-2.14066405364218e+000
5.34564359396924e+004	3.09440659081164e+001,-2.14555693178356e+000
5.35796657513294e+004	3.09434205658110e+001,-2.15046080065352e+000
5.37031796370205e+004	3.09427722642676e+001,-2.15537568323804e+000
5.38269782516240e+004	3.09421206169244e+001,-2.16030155135430e+000
5.39510622515080e+004	3.09414663717756e+001,-2.16523853239435e+000
5.40754322945533e+004	3.09408091330467e+001,-2.17018659782573e+000
5.42000890401576e+004	3.09401488901797e+001,-2.17514577134514e+000
5.43250331492385e+004	3.09394856205505e+001,-2.18011607596487e+000
5.44502652842373e+004	3.09388193193935e+001,-2.18509753582315e+000
5.45757861091222e+004	3.09381499670125e+001,-2.19009017419773e+000
5.47015962893923e+004	3.09374775525462e+001,-2.19509401494414e+000
5.48276964920805e+004	3.09368020621255e+001,-2.20010908178425e+000
5.49540873857576e+004	3.09361234848086e+001,-2.20513539866075e+000
5.50807696405354e+004	3.09354418005772e+001,-2.21017298900417e+000
5.52077439280708e+004	3.09347569953428e+001,-2.21522187664560e+000
5.53350109215687e+004	3.09340690610429e+001,-2.22028208584465e+000
5.54625712957861e+004	3.09333779804561e+001,-2.22535364033517e+000
5.55904257270354e+004	3.09326837422804e+001,-2.23043656425671e+000
5.57185748931880e+004	3.09319863262353e+001,-2.23553088124235e+000
5.58470194736781e+004	3.09312857208840e+001,-2.24063661551272e+000
5.59757601495060e+004	3.09305819088587e+001,-2.24575379096884e+000
5.61047976032420e+004	3.09298748815834e+001,-2.25088243210060e+000
5.62341325190299e+004	3.09291646185204e+001,-2.25602256269669e+000
5.63637655825904e+004	3.09284511019996e+001,-2.26117420676500e+000
5.64936974812252e+004	3.09277343323352e+001,-2.26633738949927e+000
5.66239289038202e+004	3.09270142827319e+001,-2.27151213442193e+000
5.67544605408496e+004	3.09262909413910e+001,-2.27669846604481e+000
5.68852930843790e+004	3.09255642962930e+001,-2.28189640891172e+000
5.70164272280696e+004	3.09248343236436e+001,-2.28710598686887e+000
5.71478636671815e+004	3.09241010203052e+001,-2.29232722511532e+000
5.72796030985777e+004	3.09233639835987e+001,-2.29756009234027e+000
5.74116462207276e+004	3.09226239554921e+001,-2.30280472337300e+000
5.75439937337105e+004	3.09218805482518e+001,-2.30806108808221e+000
5.76766463392199e+004	3.09211337375069e+001,-2.31332921047620e+000
5.78096047405666e+004	3.09203835229121e+001,-2.31860911617977e+000
5.79428696426829e+004	3.09196298740470e+001,-2.32390082890127e+000
5.80764417521259e+004	3.09188727783143e+001,-2.32920437355034e+000
5.82103217770819e+004	3.09181122292485e+001,-2.33451977548961e+000
5.83445104273692e+004	3.09173482050792e+001,-2.33984705912089e+000
5.84790084144428e+004	3.09165806872102e+001,-2.34518624909788e+000
5.86138164513975e+004	3.09158096626892e+001,-2.35053737048753e+000
5.87489352529723e+004	3.09150351128590e+001,-2.35590044803076e+000
5.88843655355535e+004	3.09142570276926e+001,-2.36127550708174e+000
5.90201080171791e+004	3.09134753881703e+001,-2.36666257243820e+000
5.91561634175420e+004	3.09126901753095e+001,-2.37206166895816e+000
5.92925324579946e+004	3.09119013759068e+001,-2.37747282190904e+000
5.94292158615518e+004	3.09111089767457e+001,-2.38289605661910e+000
5.95662143528956e+004	3.09103129556124e+001,-2.38833139785396e+000
5.97035286583782e+004	3.09095132991294e+001,-2.39377887101426e+000
5.98411595060265e+004	3.09087099907107e+001,-2.39923850132746e+000
5.99791076255455e+004	3.09079030140926e+001,-2.40471031409417e+000
6.01173737483223e+004	3.09070919716050e+001,-2.41019427652748e+000
6.02559586074303e+004	3.09062776086458e+001,-2.41569053005899e+000
6.03948629376325e+004	3.09054595274340e+001,-2.42119904211534e+000
6.05340874753858e+004	3.09046377082074e+001,-2.42671983793828e+000
6.06736329588450e+004	3.09038117651908e+001,-2.43225288519066e+000
6.08135001278662e+004	3.09029824223286e+001,-2.43779832508823e+000
6.09536897240113e+004	3.09021492965725e+001,-2.44335612570751e+000
6.10942024905516e+004	3.09013123709084e+001,-2.44892631265509e+000
6.12350391724717e+004	3.09004716221755e+001,-2.45450891115612e+000
6.13762005164738e+004	3.08996270360260e+001,-2.46010394708240e+000
6.15176872709812e+004	3.08987785983029e+001,-2.46571144637336e+000
6.16595001861425e+004	3.08979262855278e+001,-2.47133143435536e+000
6.18016400138359e+004	3.08970700772109e+001,-2.47696393661483e+000
6.19441075076724e+004	3.08962099708092e+001,-2.48260898002893e+000
6.20869034230006e+004	3.08953459367483e+001,-2.48826658963440e+000
6.22300285169102e+004	3.08944779542972e+001,-2.49393679113436e+000
6.23734835482362e+004	3.08936060206701e+001,-2.49961961152413e+000
6.25172692775628e+004	3.08927300970390e+001,-2.50531507532306e+000
6.26613864672278e+004	3.08918501864549e+001,-2.51102321003357e+000
6.28058358813260e+004	3.08909662558462e+001,-2.51674404066259e+000
6.29506182857139e+004	3.08900782991915e+001,-2.52247759416732e+000
6.30957344480135e+004	3.08891862863076e+001,-2.52822389584199e+000
6.32411851376161e+004	3.08882902078854e+001,-2.53398297250124e+000
6.33869711256868e+004	3.08873900426015e+001,-2.53975485015750e+000
6.35330931851685e+004	3.08864857691197e+001,-2.54553955486261e+000
6.36795520907857e+004	3.08855770006370e+001,-2.55133705230467e+000
6.38263486190489e+004	3.08846644611465e+001,-2.55714749032604e+000
6.39734835482589e+004	3.08837477606251e+001,-2.56297083460836e+000
6.41209576585102e+004	3.08828268773752e+001,-2.56880711135343e+000
6.42687717316960e+004	3.08819017986039e+001,-2.57465634745312e+000
6.44169265515117e+004	3.08809725054043e+001,-2.58051856939722e+000
6.45654229034595e+004	3.08800389697411e+001,-2.58639380305462e+000
6.47142615748523e+004	3.08791011815858e+001,-2.59228207565023e+000
6.48634433548178e+004	3.08781591216835e+001,-2.59818341378215e+000
6.50129690343030e+004	3.08772127589317e+001,-2.60409784322258e+000
6.51628394060782e+004	3.08762620859641e+001,-2.61002539153249e+000
6.53130552647411e+004	3.08753070833917e+001,-2.61596608542545e+000
6.54636174067214e+004	3.08743477256366e+001,-2.62191995121529e+000
6.56145266302844e+004	3.08733839961822e+001,-2.62788701591518e+000
6.57657837355359e+004	3.08724158723920e+001,-2.63386730614114e+000
6.59173895244260e+004	3.08714433404500e+001,-2.63986084919646e+000
6.60693448007534e+004	3.08704663775714e+001,-2.64586767177221e+000
6.62216503701700e+004	3.08694849607533e+001,-2.65188780058104e+000
6.63743070401847e+004	3.08684990790623e+001,-2.65792126327974e+000
6.65273156201679e+004	3.08675087003751e+001,-2.66396808598974e+000
6.66806769213559e+004	3.08665134340154e+001,-2.67002823216194e+000
6.68343917568552e+004	3.08655140157469e+001,-2.67610185707550e+000
6.69884609416464e+004	3.08645100396617e+001,-2.68218892327000e+000
6.71428852925889e+004	3.08635014973477e+001,-2.68828945882600e+000
6.72976656284254e+004	3.08624879767929e+001,-2.69440342516076e+000
6.74528027697858e+004	3.08614702252174e+001,-2.70053097978283e+000
6.76082975391918e+004	3.08604478425063e+001,-2.70667208525493e+000
6.77641507610611e+004	3.08594207988163e+001,-2.71282676820007e+000
6.79203632617121e+004	3.08583890792500e+001,-2.71899505642270e+000
6.80769358693677e+004	3.08573526628234e+001,-2.72517697731351e+000
6.82338694141605e+004	3.08563115284732e+001,-2.73137255828919e+000
6.83911647281365e+004	3.08552656520285e+001,-2.73758182658394e+000
6.85488226452597e+004	3.08542150180969e+001,-2.74380481013714e+000
6.87068440014167e+004	3.08531596024749e+001,-2.75004153626350e+000
6.88652296344211e+004	3.08520993836122e+001,-2.75629203252120e+000
6.90239803840177e+004	3.08510343369755e+001,-2.76255632627859e+000
6.91830970918871e+004	3.08499644469467e+001,-2.76883444564384e+000
6.93425806016503e+004	3.08488896857661e+001,-2.77512641781474e+000
6.95024317588731e+004	3.08478096587937e+001,-2.78143220405140e+000
6.96626514110703e+004	3.08467250988066e+001,-2.78775196555798e+000
6.98232404077105e+004	3.08456355989082e+001,-2.79408566286803e+000
6.99841996002207e+004	3.08445411459643e+001,-2.80043332449992e+000
7.01455298419905e+004	3.08434417148132e+001,-2.80679497807056e+000
7.03072319883767e+004	3.08423372800684e+001,-2.81317065122163e+000
7.04693068967080e+004	3.08412278253959e+001,-2.81956037235078e+000
7.06317554262895e+004	3.08401133191992e+001,-2.82596416868843e+000
7.07945784384071e+004	3.08389937509998e+001,-2.83238206918774e+000
7.09577767963321e+004	3.08378690890752e+001,-2.83881410115659e+000
7.11213513653261e+004	3.08367393075683e+001,-2.84526029239612e+000
7.12853030126452e+004	3.08356043955749e+001,-2.85172067196541e+000
7.14496326075445e+004	3.08344643241524e+001,-2.85819526750826e+000
7.16143410212834e+004	3.08333190641974e+001,-2.86468410670225e+000
7.17794291271293e+004	3.08321686044676e+001,-2.87118721870047e+000
7.19448978003631e+004	3.08310129156925e+001,-2.87770463125292e+000
7.21107479182831e+004	3.08298519715227e+001,-2.88423637237374e+000
7.22769803602101e+004	3.08286853762030e+001,-2.89078240132203e+000
7.24435960074921e+004	3.08275138536368e+001,-2.89734288458506e+000
7.26105957435085e+004	3.08263370137579e+001,-2.90391778212112e+000
7.27779804536754e+004	3.08251548208878e+001,-2.91050712135122e+000
7.29457510254499e+004	3.08239672600844e+001,-2.91711093144273e+000
7.31139083483347e+004	3.08227742982837e+001,-2.92372924010605e+000
7.32824533138834e+004	3.08215759204427e+001,-2.93036207657172e+000
7.34513868157044e+004	3.08203721023171e+001,-2.93700946937566e+000
7.36207097494666e+004	3.08191628076165e+001,-2.94367144607176e+000
7.37904230129030e+004	3.08179476550689e+001,-2.95034796606943e+000
7.39605275058167e+004	3.08167273518010e+001,-2.95703919768269e+000
7.41310241300846e+004	3.08155015132819e+001,-2.96374510029429e+000
7.43019137896630e+004	3.08142701088038e+001,-2.97046570208833e+000
7.44731973905918e+004	3.08130331105413e+001,-2.97720103153598e+000
7.46448758409995e+004	3.08117904935196e+001,-2.98395111737664e+000
7.48169500511082e+004	3.08105422416863e+001,-2.99071598915078e+000
7.49894209332384e+004	3.08092879463356e+001,-2.99749560312011e+000
7.51622894018133e+004	3.08080283312518e+001,-3.00429013153907e+000
7.53355563733645e+004	3.08067630024849e+001,-3.01109953215931e+000
7.55092227665361e+004	3.08054919285221e+001,-3.01792383337078e+000
7.56832895020901e+004	3.08042150867630e+001,-3.02476306436308e+000
7.58577575029111e+004	3.08029324544951e+001,-3.03161725435715e+000
7.60326276940109e+004	3.08016439969076e+001,-3.03848643157661e+000
7.62079010025339e+004	3.08003496910395e+001,-3.04537062529803e+000
7.63835783577617e+004	3.07990495198312e+001,-3.05226986534859e+000
7.65596606911182e+004	3.07977434481124e+001,-3.05918418003415e+000
7.67361489361745e+004	3.07964314556046e+001,-3.06611359898286e+000
7.69130440286535e+004	3.07951135129346e+001,-3.07305815108324e+000
7.70903469064356e+004	3.07937895906018e+001,-3.08001786524435e+000
7.72680585095628e+004	3.07924596619065e+001,-3.08699277065282e+000
7.74461797802444e+004	3.07911233324590e+001,-3.09398282302466e+000
7.76247116628617e+004	3.07897813170109e+001,-3.10098819902588e+000
7.78036551039729e+004	3.07884332176314e+001,-3.10800885430092e+000
7.79830110523183e+004	3.07870790074812e+001,-3.11504481818897e+000
7.81627804588254e+004	3.07857186621904e+001,-3.12209612027957e+000
7.83429642766136e+004	3.07843521485047e+001,-3.12916278941422e+000
7.85235634609995e+004	3.07829794389803e+001,-3.13624485498928e+000
7.87045789695022e+004	3.07816005090593e+001,-3.14334234668844e+000
7.88860117618478e+004	3.07802153310952e+001,-3.15045529396462e+000
7.90678627999748e+004	3.07788238774169e+001,-3.15758372630986e+000
7.92501330480394e+004	3.07774261199527e+001,-3.16472767321000e+000
7.94328234724204e+004	3.07760220307816e+001,-3.17188716420404e+000
7.96159350417241e+004	3.07746112085819e+001,-3.17906215280360e+000
7.97994687267899e+004	3.07731943714365e+001,-3.18625282051071e+000
7.99834255006950e+004	3.07717707447889e+001,-3.19345904468457e+000
8.01678063387601e+004	3.07703410432477e+001,-3.20068100727551e+000
8.03526122185539e+004	3.07689048711636e+001,-3.20791866228877e+000
8.05378441198988e+004	3.07674621937416e+001,-3.21517203885494e+000
8.07235030248759e+004	3.07660129790972e+001,-3.22244116640969e+000
8.09095899178303e+004	3.07645572073075e+001,-3.22972607551697e+000
8.10961057853761e+004	3.07630948491298e+001,-3.23702679592289e+000
8.12830516164019e+004	3.07616258694583e+001,-3.24434335687458e+000
8.14704284020760e+004	3.07601502449557e+001,-3.25167578873708e+000
8.16582371358512e+004	3.07586679400107e+001,-3.25902412077791e+000
8.18464788134709e+004	3.07571789281832e+001,-3.26638838314757e+000
8.20351544329738e+004	3.07556831736571e+001,-3.27376860516026e+000
8.22242649946990e+004	3.07541802890116e+001,-3.28116473965775e+000
8.24138115012921e+004	3.07526709743701e+001,-3.28857697189789e+000
8.26037949577097e+004	3.07511548330669e+001,-3.29600525411107e+000
8.27942163712253e+004	3.07496318349630e+001,-3.30344961628794e+000
8.29850767514341e+004	3.07481019435557e+001,-3.31091008784048e+000
8.31763771102589e+004	3.07465651373872e+001,-3.31838669962535e+000
8.33681184619552e+004	3.07450213857438e+001,-3.32587948168304e+000
8.35603018231165e+004	3.07434706550739e+001,-3.33338846380532e+000
8.37529282126800e+004	3.07419129083649e+001,-3.34091367549345e+000
8.39459986519314e+004	3.07403481265557e+001,-3.34845514797821e+000
8.41395141645112e+004	3.07387762666465e+001,-3.35601291025894e+000
8.43334757764192e+004	3.07371973062204e+001,-3.36358699331792e+000
